station_id,station_lat,station_long,start_slot_0,start_slot_1,start_slot_2,start_slot_3,start_slot_4,start_slot_5,start_slot_6,start_slot_7,start_slot_8,start_slot_9,start_slot_10,start_slot_11,start_slot_12,start_slot_13,start_slot_14,start_slot_15,start_slot_16,start_slot_17,start_slot_18,start_slot_19,start_slot_20,start_slot_21,start_slot_22,start_slot_23,start_slot_24,start_slot_25,start_slot_26,start_slot_27,start_slot_28,start_slot_29,start_slot_30,start_slot_31,start_slot_32,start_slot_33,start_slot_34,start_slot_35,start_slot_36,start_slot_37,start_slot_38,start_slot_39,start_slot_40,start_slot_41,start_slot_42,start_slot_43,start_slot_44,start_slot_45,start_slot_46,start_slot_47,end_slot_0,end_slot_1,end_slot_2,end_slot_3,end_slot_4,end_slot_5,end_slot_6,end_slot_7,end_slot_8,end_slot_9,end_slot_10,end_slot_11,end_slot_12,end_slot_13,end_slot_14,end_slot_15,end_slot_16,end_slot_17,end_slot_18,end_slot_19,end_slot_20,end_slot_21,end_slot_22,end_slot_23,end_slot_24,end_slot_25,end_slot_26,end_slot_27,end_slot_28,end_slot_29,end_slot_30,end_slot_31,end_slot_32,end_slot_33,end_slot_34,end_slot_35,end_slot_36,end_slot_37,end_slot_38,end_slot_39,end_slot_40,end_slot_41,end_slot_42,end_slot_43,end_slot_44,end_slot_45,end_slot_46,end_slot_47
3058,34.035801,-118.23317,2,3,0,0,1,0,0,0,0,0,4,1,3,8,7,8,16,21,34,54,47,48,19,47,35,49,34,45,39,38,42,30,29,31,25,45,70,37,45,30,33,31,29,30,21,15,18,10,10,2,7,0,3,0,1,0,0,0,1,0,0,1,7,36,58,54,19,21,9,20,18,27,45,50,30,60,36,52,25,30,30,30,57,67,62,45,54,52,30,33,40,26,33,18,18,17
3069,34.05088,-118.248253,8,6,4,5,6,0,0,1,1,1,4,3,0,12,108,57,85,119,82,67,34,59,56,98,114,156,178,177,160,133,97,105,85,81,161,95,130,124,120,115,86,98,59,49,43,24,16,14,16,8,7,6,2,4,1,3,0,2,1,7,3,5,31,83,65,83,120,69,61,56,91,147,219,189,175,134,134,98,97,100,84,72,83,100,142,139,145,105,80,75,63,44,23,27,22,19
3067,34.045181,-118.250237,10,9,13,8,2,3,5,5,1,2,2,41,54,26,57,153,135,132,52,68,59,64,47,54,83,61,69,76,65,80,56,80,55,63,91,100,113,121,105,94,88,77,49,32,29,17,31,23,32,17,11,3,7,5,4,2,3,3,2,0,2,4,6,28,28,23,18,21,22,33,43,50,55,61,73,72,54,51,64,67,107,85,109,127,115,142,125,129,90,94,91,80,84,59,43,36
3076,34.0406,-118.253838,4,3,1,5,0,2,5,4,2,0,2,0,7,15,11,19,93,27,41,40,24,24,22,46,49,67,60,74,41,41,51,55,83,69,83,66,57,36,42,20,26,16,20,11,8,10,3,2,12,2,9,7,2,2,2,3,2,1,3,2,7,12,3,65,26,90,69,25,31,43,20,41,74,77,63,55,62,48,54,36,41,41,69,54,88,55,31,21,20,32,19,15,13,6,14,12
3049,34.056969,-118.253593,3,9,4,0,5,1,2,3,2,2,4,27,8,34,37,245,94,114,83,41,47,39,36,46,55,84,49,33,46,56,56,57,119,87,203,187,97,69,73,70,62,53,16,17,21,13,10,2,20,16,17,7,10,6,3,2,2,2,0,8,8,11,60,141,42,22,20,22,25,14,22,29,37,44,49,60,30,25,43,32,46,61,68,74,56,78,87,97,69,68,86,57,48,51,38,29
3006,34.04554,-118.256668,8,17,5,6,10,5,2,1,2,1,7,6,5,22,14,36,44,85,40,25,37,30,44,22,69,80,93,64,54,60,44,63,56,33,49,71,71,77,62,67,76,83,91,60,43,36,11,18,24,11,20,7,8,2,4,6,5,1,2,5,18,19,12,24,44,21,20,28,44,20,36,60,76,86,55,69,47,36,61,60,69,63,94,78,92,101,104,73,75,80,49,47,46,29,36,21
3062,34.047749,-118.243172,10,7,3,2,5,2,1,1,3,4,4,1,5,19,20,31,55,168,112,42,38,37,26,40,30,54,50,55,45,59,42,33,36,74,95,62,39,34,45,39,31,33,38,31,20,31,16,15,8,6,4,3,9,2,3,0,1,0,0,0,1,3,7,4,12,94,12,20,17,13,19,32,35,44,37,61,42,40,52,50,58,54,47,70,67,133,109,73,74,60,31,38,28,28,24,20
3035,34.048401,-118.260948,15,5,6,4,5,13,2,1,1,0,2,2,1,3,7,8,15,17,22,27,24,34,45,87,96,91,86,69,102,92,84,80,131,108,111,116,128,118,98,101,98,52,84,71,59,44,29,28,9,5,3,2,5,3,12,0,3,1,8,4,17,15,20,76,79,133,175,61,29,57,55,93,117,114,88,60,81,107,80,64,64,52,77,80,122,87,84,72,61,50,33,49,29,21,26,16
3075,34.04211,-118.256187,6,12,10,9,7,5,0,0,3,1,3,1,14,10,12,30,24,24,13,34,23,30,34,52,48,74,83,69,59,47,41,43,27,44,46,56,64,66,54,39,31,31,23,28,25,34,24,23,22,17,11,12,7,6,2,2,3,0,0,4,4,6,5,15,33,67,57,49,54,31,39,55,33,44,54,56,61,60,48,45,26,46,62,57,46,60,51,60,43,29,45,39,32,30,23,11
3052,34.051102,-118.264557,10,2,8,8,0,6,1,0,1,7,15,18,39,50,103,30,42,39,29,32,28,35,37,56,99,73,58,47,30,38,29,39,49,54,107,73,55,37,38,64,40,25,26,13,9,16,13,6,11,12,6,10,5,4,7,1,3,0,1,0,1,2,2,6,26,76,12,14,6,13,20,18,27,29,29,28,27,30,29,58,40,44,37,32,29,36,30,44,39,20,26,35,21,11,23,21
3014,34.05661,-118.237213,6,13,2,6,3,3,1,1,2,7,34,3,77,257,238,366,217,336,124,137,72,82,120,173,135,94,57,66,64,98,100,60,51,73,96,155,135,123,55,48,34,34,24,55,43,28,22,13,17,4,11,1,3,3,1,2,3,15,15,12,41,46,108,43,39,42,57,86,69,51,52,75,101,123,155,161,103,123,136,153,354,454,664,325,337,129,68,50,65,61,36,33,35,26,22,20
3082,34.04652,-118.237411,21,12,17,9,23,38,19,10,4,1,2,1,6,15,57,114,83,101,74,79,47,39,32,61,50,75,65,82,60,46,38,46,69,97,101,96,93,119,88,81,74,67,63,60,32,34,40,27,23,25,11,11,3,3,5,6,3,2,0,3,4,3,21,30,42,51,134,62,102,43,62,74,76,87,88,74,55,85,85,71,89,109,124,125,169,140,155,150,126,116,102,97,79,46,55,29
3064,34.04681,-118.256981,9,17,11,10,8,5,2,2,14,17,8,8,2,10,39,34,40,81,90,85,73,59,47,65,139,168,148,123,88,85,94,98,122,101,154,194,162,214,147,149,112,102,97,76,55,36,34,20,16,13,9,11,0,3,6,8,2,3,2,2,2,6,22,59,59,120,152,88,107,70,78,113,146,164,147,125,120,98,101,100,142,116,105,135,145,127,113,113,93,63,87,53,50,19,29,39
3055,34.044159,-118.251579,4,5,6,6,7,10,7,4,5,3,8,12,28,26,56,134,147,242,100,111,44,34,30,44,46,57,71,69,50,45,49,43,50,56,100,121,101,108,65,79,41,39,34,29,30,24,9,17,22,22,11,3,15,14,3,3,2,0,3,3,0,5,7,12,11,9,19,17,26,33,26,38,54,55,54,55,50,39,41,42,51,64,88,101,140,105,90,76,60,47,50,46,24,42,38,36
3030,34.051941,-118.24353,11,8,6,6,5,25,24,0,1,0,1,4,11,28,37,68,55,71,77,90,79,74,135,220,272,179,154,112,140,153,149,147,341,324,320,269,205,105,107,41,26,32,29,35,30,23,23,35,9,6,29,27,4,0,0,0,1,6,19,14,34,62,128,175,184,135,151,141,80,81,67,145,144,204,274,164,95,88,67,81,86,123,173,122,60,66,56,49,44,41,32,34,24,36,10,13
3005,34.0485497,-118.25905,17,21,14,14,22,33,17,11,4,7,3,10,34,33,30,30,41,47,64,51,44,40,57,79,103,145,120,89,105,82,88,87,127,99,183,223,268,258,241,232,180,104,72,83,51,58,79,29,21,13,9,6,4,8,1,3,12,20,17,35,25,41,80,399,380,344,430,150,77,86,97,122,109,152,183,138,128,119,97,121,120,132,141,155,192,182,103,96,119,66,75,52,44,37,44,33
3021,34.0456085,-118.23703,10,6,8,6,6,7,2,1,1,1,0,1,2,2,10,9,9,5,8,17,4,7,15,19,17,41,42,30,30,25,17,21,17,20,20,27,27,39,26,24,35,33,29,21,18,31,14,14,5,9,6,10,6,4,2,1,0,2,0,1,0,2,4,13,6,15,11,24,27,17,20,27,42,18,37,12,21,17,14,14,25,30,28,38,58,57,67,44,50,31,28,36,36,19,13,17
3040,34.0535698,-118.26636,0,7,0,0,0,1,0,3,1,0,1,4,3,7,1,6,40,69,23,15,12,10,8,16,8,17,21,13,20,12,23,20,16,14,20,19,18,23,21,28,10,9,7,13,8,0,7,0,2,0,4,4,2,4,0,1,2,0,1,2,0,0,0,1,1,17,4,6,3,7,6,6,7,13,9,11,13,18,14,16,17,13,6,12,21,22,28,13,12,17,10,9,0,5,7,4
3016,34.0528984,-118.24156,2,3,36,18,0,0,0,0,0,0,0,2,6,11,35,17,20,40,46,25,23,36,62,134,126,64,85,38,40,36,57,66,119,141,168,107,75,44,30,14,4,7,7,5,6,2,5,2,2,0,2,2,0,24,25,0,0,1,1,1,4,54,108,97,103,154,131,58,41,30,24,46,91,80,89,79,45,54,31,32,56,49,62,74,33,21,11,12,7,7,9,3,4,5,1,1
3042,34.0493011,-118.23881,20,21,11,7,7,6,2,0,0,3,3,12,35,102,76,269,141,263,149,92,51,65,57,52,69,81,78,57,60,83,65,49,55,63,91,81,89,100,91,64,62,75,59,51,47,44,45,44,16,16,15,9,6,2,2,1,1,1,6,11,10,5,11,23,68,83,59,22,15,37,56,68,115,99,97,59,69,81,97,114,151,299,509,406,351,223,180,131,106,85,86,65,69,48,52,34
3051,34.0454216,-118.25352,8,13,4,8,3,2,4,0,3,0,0,1,3,13,7,12,19,17,20,13,16,17,21,29,43,50,77,69,32,38,31,37,42,39,81,89,125,57,44,38,47,41,50,43,21,27,23,27,11,9,4,2,4,8,1,3,1,0,1,0,0,1,7,14,19,52,26,103,36,12,19,64,62,58,48,36,32,43,27,41,33,54,50,61,53,67,59,40,24,23,23,16,24,35,14,14
3029,34.048851,-118.24642,4,21,5,3,12,18,4,1,0,1,0,1,2,1,18,28,90,21,24,22,16,24,24,43,42,55,76,57,32,35,24,32,28,38,64,44,46,28,33,45,35,35,36,27,25,18,14,18,7,4,5,7,2,0,0,0,0,0,0,18,0,23,14,4,11,9,11,13,13,13,19,52,40,41,46,46,23,27,27,25,30,30,31,45,50,27,33,31,28,54,33,18,12,13,13,6
3031,34.0447006,-118.25244,23,23,17,10,12,5,2,7,1,0,2,16,9,17,43,48,102,218,145,78,90,75,86,92,88,97,132,97,88,74,69,93,87,91,115,118,132,154,106,106,101,86,83,77,45,39,37,31,29,31,27,35,47,57,49,20,10,3,5,11,3,7,53,32,38,90,77,80,62,58,75,118,90,75,76,91,88,93,93,101,114,123,186,209,252,234,195,162,114,117,149,97,93,84,71,67
3047,34.0399818,-118.2664,7,5,2,5,1,11,1,2,21,122,17,14,34,20,60,181,126,172,72,34,21,24,27,22,34,40,39,27,47,20,32,20,37,50,39,41,52,54,47,38,25,26,26,16,15,20,11,16,14,10,6,5,15,3,6,0,0,4,3,0,6,9,32,36,15,45,18,6,14,25,14,21,25,29,39,32,35,49,28,53,88,126,82,136,146,61,60,32,31,19,30,24,24,22,19,9
3053,34.0400391,-118.26302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3037,34.0348015,-118.23128,13,17,4,6,0,1,1,0,0,0,0,0,0,1,2,3,10,10,12,12,8,9,11,39,26,35,43,34,27,15,29,19,13,25,15,16,16,34,30,29,24,28,25,14,10,15,14,19,8,4,1,0,3,0,0,2,0,0,0,0,1,15,25,5,11,18,17,11,9,17,9,14,33,32,26,39,33,30,28,19,27,35,41,63,69,53,36,28,27,30,25,19,22,15,17,9
3038,34.0468216,-118.24835,16,12,22,9,2,1,1,1,2,13,16,5,2,6,20,46,51,48,42,60,53,56,45,58,57,56,85,72,77,109,79,58,57,61,58,133,73,87,87,77,69,44,58,46,55,42,50,13,84,20,10,7,5,5,5,0,1,0,2,1,0,0,4,3,13,12,8,22,29,30,27,53,72,64,65,72,64,55,59,66,74,57,72,87,132,98,90,108,70,65,84,59,49,60,58,100
3034,34.0420609,-118.26338,17,11,4,11,2,5,2,1,0,1,1,0,1,8,28,24,65,110,196,136,48,55,39,95,153,82,122,75,58,67,51,45,55,48,66,112,67,54,68,63,47,51,38,30,43,35,11,11,17,15,5,8,10,5,0,0,2,0,7,8,4,5,12,30,57,136,36,26,37,38,41,60,57,74,121,122,102,59,44,43,37,47,85,89,164,137,111,136,104,69,68,32,26,28,35,13
3066,34.0633888,-118.23616,1,2,0,0,0,0,0,0,0,2,0,43,25,20,71,55,60,129,44,23,30,20,10,25,19,17,16,10,22,14,13,26,14,20,37,44,82,59,27,9,11,21,18,12,16,10,4,8,8,2,1,2,1,1,0,0,0,1,0,1,3,18,9,13,16,18,15,12,8,11,10,7,12,23,20,12,21,28,19,18,37,59,27,48,69,55,55,42,31,28,19,22,22,7,14,4
3036,34.0391884,-118.23253,2,1,0,0,0,0,0,0,0,0,0,1,0,0,4,6,7,6,15,19,9,28,9,19,27,45,59,30,23,27,15,16,14,52,26,17,31,19,18,16,11,20,17,9,11,13,9,9,4,2,2,2,3,0,0,0,1,0,0,0,0,9,19,23,16,10,17,17,17,15,24,40,42,60,35,52,42,43,15,19,27,26,23,51,22,23,21,27,19,25,16,7,5,8,9,0
3008,34.0466118,-118.26273,36,20,22,7,17,4,6,2,4,2,1,0,4,12,6,20,21,13,17,19,21,23,41,57,62,59,42,43,23,51,26,51,33,62,73,71,61,52,33,39,41,26,42,44,55,40,40,29,12,15,16,8,11,5,5,8,0,67,2,6,32,52,76,46,26,43,22,39,19,21,21,29,56,44,62,61,53,49,42,37,38,39,35,49,46,57,51,42,48,37,34,41,22,18,18,26
3063,34.0491982,-118.25283,21,13,4,6,11,2,5,3,2,1,3,3,10,11,14,23,27,22,19,37,41,45,50,81,83,91,92,68,75,46,88,59,79,59,92,80,114,102,88,62,45,41,42,34,24,31,25,24,22,14,11,14,10,3,1,6,9,5,7,9,19,15,32,109,102,201,82,53,42,53,77,76,105,102,98,95,74,76,96,76,78,114,96,124,84,84,72,65,50,46,53,36,36,31,36,29
3027,34.0499802,-118.24716,8,10,7,6,13,1,1,1,1,0,2,6,3,8,29,35,37,23,26,46,24,25,38,86,69,77,51,55,67,45,55,48,136,214,144,86,76,42,45,40,30,36,38,36,38,26,22,27,15,6,3,4,0,0,0,1,0,0,0,5,10,88,31,145,48,44,87,30,37,23,22,49,36,40,45,61,44,32,34,29,20,37,38,40,79,48,35,24,22,22,26,32,36,23,11,12
3025,34.0328598,-118.26808,0,0,0,0,2,1,0,0,0,0,0,0,1,3,17,44,49,12,9,21,16,16,24,22,10,13,12,11,13,10,15,15,13,12,23,16,9,16,8,7,20,30,17,2,8,3,4,1,4,3,0,2,0,2,0,0,2,1,7,6,1,2,3,19,9,7,2,16,15,3,11,11,14,9,19,12,9,12,21,32,131,27,11,26,41,17,15,8,14,3,5,6,5,9,2,5
3033,34.0409889,-118.2558,4,8,5,2,1,0,3,0,2,0,0,0,1,1,0,9,3,2,2,5,14,6,8,17,37,44,27,33,22,14,11,19,8,25,27,24,26,16,15,11,5,11,9,22,13,5,5,7,5,1,0,1,1,1,0,0,0,0,1,0,4,1,1,25,6,19,18,14,23,25,15,26,35,19,39,40,27,14,18,12,13,9,14,8,16,19,10,13,16,12,17,13,10,10,4,7
3032,34.0498886,-118.25588,4,4,4,12,3,3,2,0,0,0,1,0,2,2,3,15,36,73,63,69,28,34,36,74,74,76,74,72,64,60,65,110,40,54,87,139,103,99,95,71,76,34,17,16,9,14,23,15,12,8,6,6,3,3,0,5,7,10,7,2,8,24,36,42,90,71,88,167,80,47,65,62,64,77,83,92,79,75,82,49,49,65,72,98,91,87,48,37,37,28,27,32,20,17,16,7
3018,34.0437317,-118.26014,6,6,4,1,1,1,1,0,0,0,0,15,4,1,7,19,15,14,11,7,17,12,12,11,22,42,32,33,23,23,19,30,24,35,30,40,39,33,30,26,24,14,20,17,17,11,12,14,5,9,5,1,5,1,1,1,0,0,0,0,2,7,19,13,7,29,37,56,28,12,21,34,33,32,43,30,26,34,22,31,30,43,29,37,48,42,26,30,43,32,36,14,10,12,19,12
3022,34.0460701,-118.23309,34,31,16,17,3,8,3,11,3,5,3,4,1,23,67,58,64,70,29,33,29,44,55,78,84,101,94,113,77,70,48,49,54,73,83,98,91,115,126,128,77,82,96,72,64,80,53,72,21,18,10,10,7,1,25,4,1,1,1,2,0,3,14,33,35,56,69,149,106,76,70,70,123,114,127,130,123,137,143,100,105,74,86,72,105,109,93,94,93,77,70,42,37,39,34,27
3011,34.0411301,-118.26798,8,1,5,8,2,3,0,1,0,3,1,1,8,36,40,21,4,10,21,4,15,19,34,28,28,24,32,24,18,11,26,36,18,34,38,45,36,17,11,9,19,19,12,11,46,23,29,7,4,7,4,7,2,1,5,1,0,2,0,2,1,13,13,22,21,16,20,24,17,23,17,31,28,27,35,20,32,20,34,43,43,38,33,30,43,40,57,32,27,20,28,11,22,18,21,13
3046,34.0530205,-118.24795,5,4,15,5,3,0,0,0,0,1,0,1,0,1,9,9,11,25,36,38,81,19,16,77,62,39,20,24,29,18,24,34,46,53,32,38,57,52,40,22,13,23,11,18,11,18,9,12,7,3,3,7,4,0,0,0,0,2,3,0,1,36,11,20,32,41,36,8,11,16,10,59,52,33,26,30,23,20,18,19,10,29,31,56,32,51,41,20,5,14,8,21,14,14,4,8
3045,34.028511,-118.25667,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,7,3,9,5,22,6,1,0,2,4,0,0,1,2,2,3,9,3,4,9,23,3,4,5,1,1,2,1,0,3,1,2,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,2,2,4,1,0,3,25,7,11,8,6,3,1,3,1,5,6,6,5,6,38,12,20,4,9,3,1,4,8,7,16,9,6,5
3074,34.0441704,-118.26117,10,13,4,10,0,1,0,0,0,1,1,3,9,11,25,87,24,24,41,29,22,37,17,35,30,57,79,58,57,49,56,44,52,54,59,54,95,74,67,54,54,53,30,34,52,31,22,16,24,5,6,5,0,0,0,0,0,46,2,3,1,20,30,7,25,29,24,35,23,26,19,32,43,60,62,51,61,38,61,47,39,55,64,66,85,80,100,59,69,49,43,27,23,26,19,20
3007,34.0504799,-118.25459,5,2,2,5,3,1,5,0,0,1,0,0,4,8,15,33,38,36,35,44,24,20,46,71,84,92,99,98,81,89,73,71,65,91,87,133,119,122,82,88,82,71,58,31,31,9,13,2,7,2,2,2,0,0,1,3,0,0,5,11,15,6,42,34,31,43,130,64,57,50,57,98,62,46,64,61,60,60,51,39,56,52,49,54,45,50,36,34,18,16,11,5,8,16,2,5
3019,34.0386086,-118.26086,0,0,2,0,0,1,0,1,0,0,0,2,1,2,2,11,31,23,20,39,28,30,71,128,110,82,121,52,62,62,50,82,143,102,114,75,69,47,67,30,17,15,10,18,6,4,4,2,1,1,1,1,0,5,0,0,0,1,0,8,50,81,91,168,124,181,102,38,45,30,38,31,89,133,140,92,73,84,31,97,33,31,29,55,29,13,13,17,10,4,11,19,5,8,4,1
3068,34.0531998,-118.25095,9,7,7,3,2,0,1,2,1,0,4,7,3,6,5,19,20,16,28,40,33,38,44,58,99,120,102,107,72,76,70,57,72,93,154,255,233,103,105,100,63,60,46,56,46,21,12,14,4,8,0,3,3,0,0,0,3,2,2,7,3,0,27,8,8,18,17,12,10,16,20,33,35,39,27,33,20,28,22,28,14,19,9,28,22,15,16,10,15,16,10,8,15,14,7,4
3048,34.0416908,-118.23535,3,8,0,0,6,0,0,0,0,0,1,2,8,44,33,39,103,66,51,46,48,47,41,59,68,77,67,92,68,88,61,65,72,73,98,81,103,61,79,68,61,57,51,32,28,14,20,5,8,6,2,4,3,1,0,0,0,1,3,3,9,16,18,39,49,84,64,52,36,33,52,52,68,86,83,67,76,55,66,55,61,51,54,90,123,126,87,97,125,73,57,61,38,38,35,17
3079,34.0501404,-118.23324,5,0,1,0,1,0,2,0,0,1,0,0,0,3,16,13,22,9,9,12,12,7,18,34,68,20,16,18,16,18,19,17,26,17,36,32,70,15,10,9,14,7,1,7,1,5,11,0,2,2,1,1,0,0,0,0,1,0,2,4,2,4,7,13,31,70,14,16,14,11,7,18,22,39,66,28,13,19,14,23,16,24,30,18,29,12,7,13,7,4,7,7,7,4,1,1
3023,34.0509109,-118.24097,8,6,4,2,1,0,3,0,1,0,1,2,1,2,9,28,12,68,43,23,18,20,21,29,22,44,39,56,42,35,38,48,51,31,41,98,65,62,53,44,42,43,44,19,22,21,19,19,20,8,9,4,5,0,1,2,0,0,2,0,2,46,31,16,16,23,19,19,15,28,29,35,53,66,51,44,45,41,63,54,50,83,110,162,114,89,71,66,58,33,30,28,29,39,17,17
3077,34.0398712,-118.25004,5,3,1,0,2,2,0,0,0,2,0,1,3,7,26,13,5,7,3,15,18,8,16,16,12,18,22,20,25,22,30,13,24,20,21,37,23,17,27,19,11,14,6,8,5,4,8,4,2,4,1,1,3,4,1,0,2,0,0,2,0,2,2,6,4,6,23,18,14,18,13,12,17,21,19,24,23,23,17,15,22,25,22,27,16,18,16,14,10,19,12,9,11,3,8,2
3028,34.0583191,-118.24609,3,6,0,2,3,1,0,0,0,0,1,0,1,16,20,7,6,9,13,18,7,10,40,47,34,39,32,30,38,20,17,27,27,32,106,30,62,54,23,15,17,9,19,11,23,14,6,6,4,3,13,2,2,0,0,0,2,0,1,0,0,4,1,1,5,7,9,5,8,10,5,5,17,16,8,13,13,12,11,11,5,10,15,9,14,8,12,23,16,9,9,6,10,5,5,5
3024,34.0577202,-118.24897,9,3,3,4,3,3,16,0,1,0,0,0,11,11,3,12,53,21,23,15,16,21,101,98,56,30,49,22,39,26,38,48,79,59,158,39,33,31,20,9,20,17,24,14,25,19,11,10,11,9,8,3,2,4,2,3,0,0,0,9,25,1,7,5,1,7,16,16,11,6,10,26,43,60,23,11,18,19,10,23,17,27,17,20,14,15,11,17,8,8,6,4,7,6,6,18
3057,34.0356789,-118.27081,3,0,0,0,0,0,0,0,0,3,0,4,0,1,1,7,15,12,10,1,6,5,8,5,11,8,6,1,11,7,5,7,9,18,5,11,8,7,2,6,1,8,3,0,5,4,5,2,3,0,0,1,1,0,0,0,0,1,0,0,0,3,4,8,7,8,4,3,2,5,12,8,9,4,12,11,9,7,9,13,12,16,25,9,9,5,9,4,7,6,5,8,0,12,3,5
3080,34.0342102,-118.25459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,2,4,3,2,3,7,5,6,5,4,1,8,2,3,5,6,11,16,23,9,8,3,1,4,3,3,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,6,14,0,2,3,0,10,1,8,5,2,4,5,4,3,6,3,5,4,2,2,5,5,6,2,0,2,1,2,4,4,3
3060,34.0348816,-118.25769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,6,11,2,7,13,15,24,9,9,17,15,15,11,15,26,40,46,6,5,4,2,1,1,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,5,5,3,6,9,9,14,21,16,16,18,13,7,18,20,40,23,28,12,5,5,3,2,1,1,0,0,0,0,1,0,0
3056,34.0374603,-118.26538,2,1,0,1,0,1,0,0,0,0,4,0,18,31,7,38,62,57,26,21,8,14,28,27,31,165,51,37,10,28,39,53,127,142,32,26,26,10,24,12,15,15,10,5,7,5,7,9,4,4,0,2,1,9,4,3,0,0,0,0,4,8,30,132,83,112,20,15,9,16,8,23,14,33,184,23,18,18,21,16,33,33,43,122,65,29,25,9,19,17,22,7,7,8,7,11
3026,34.063179,-118.24588,4,0,1,2,5,3,2,4,3,1,2,9,13,8,31,57,62,105,98,107,46,17,26,19,32,34,26,35,21,20,16,16,20,18,31,26,24,31,28,36,20,32,18,21,17,7,5,4,7,14,6,6,4,10,0,2,3,3,3,2,2,3,13,21,3,3,5,6,7,4,7,22,9,21,15,11,11,16,10,26,24,28,28,70,126,99,63,23,37,36,29,21,24,19,11,11
3065,34.0605583,-118.23833,1,5,1,1,0,0,1,0,0,1,0,0,0,0,3,1,0,2,3,6,0,6,7,19,29,45,44,23,25,12,7,14,15,14,7,30,12,7,21,32,19,21,10,22,8,4,51,41,7,5,8,2,0,1,0,0,0,0,0,0,3,1,4,0,0,1,7,2,5,8,22,27,49,32,28,19,20,23,13,12,14,13,14,13,21,24,19,20,26,7,14,16,18,11,58,18
3020,34.0310516,-118.26709,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,7,4,7,5,12,13,21,16,15,21,12,16,10,33,41,84,23,16,11,14,14,3,7,11,3,5,4,3,0,2,0,8,0,1,2,0,1,1,0,0,0,0,5,72,21,7,6,10,5,9,9,4,8,8,11,9,28,21,17,12,7,8,17,8,27,23,20,13,13,12,18,14,9,6,5,3,3,1,2
3059,34.0379486,-118.25627,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,6,1,4,0,6,6,12,9,12,25,17,18,17,17,16,27,24,22,20,22,47,43,34,11,10,4,12,5,6,6,7,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,10,18,28,11,21,22,13,14,17,23,20,13,14,26,18,35,31,13,15,17,8,12,7,4,3,10,10,5,3,3,5,0
3054,34.0392189,-118.23649,1,0,4,1,2,0,0,0,0,0,1,0,8,0,1,2,2,6,3,5,14,5,6,11,32,22,15,23,19,19,11,21,26,12,25,28,29,28,34,35,34,19,25,15,22,26,12,5,3,1,0,4,1,1,0,0,0,0,0,2,1,5,10,3,4,13,7,19,12,15,14,23,31,21,26,24,26,19,17,13,12,12,29,32,32,52,36,26,14,12,5,9,0,6,0,8
3010,34.0370483,-118.25487,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,6,1,5,3,3,4,8,6,2,5,12,7,11,9,24,12,25,11,20,29,66,60,4,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,66,31,11,5,11,7,15,13,17,8,15,9,17,14,24,20,22,7,0,5,2,2,0,0,1,0,0,0,0,0,0
3078,34.0642815,-118.23894,5,1,4,3,0,2,1,0,0,0,1,0,1,0,4,10,2,1,3,4,5,2,9,7,9,16,10,6,28,9,13,31,18,32,18,29,26,25,45,28,15,12,15,17,18,12,8,14,4,1,1,5,1,2,3,1,0,0,1,0,0,1,0,3,2,5,2,7,1,2,5,7,16,15,10,8,13,12,8,10,23,23,17,21,36,27,32,24,36,28,20,20,11,14,9,4
3081,34.031891,-118.250183,0,0,0,1,0,0,0,0,0,0,0,1,0,2,6,4,5,1,5,7,6,11,11,7,10,13,8,14,14,6,8,9,20,31,92,29,111,19,8,4,11,8,6,6,6,0,3,3,12,6,2,7,4,2,0,0,0,0,0,1,0,0,3,33,165,17,20,18,9,3,10,7,11,7,10,7,21,10,13,17,10,18,10,5,14,5,8,5,3,3,6,3,4,4,6,6
4108,34.02589,-118.238243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,4,3,5,6,3,0,3,5,2,8,6,3,8,2,5,10,5,1,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,7,9,6,5,5,3,7,7,3,7,8,6,7,6,6,2,2,8,5,0,2,0,0,1,0,2,7,0,0,0,0
